,sid,gcm,decadal_group,direction_class,speed_range,count,frequency
112,PADK,CCSM4,2,19,18-22,955,0.36
113,PADK,CCSM4,2,19,22+,1413,0.54
114,PADK,CCSM4,2,20,0-6,1036,0.39
115,PADK,CCSM4,2,20,6-10,1587,0.6
116,PADK,CCSM4,2,20,10-14,1962,0.75
117,PADK,CCSM4,2,20,14-18,1508,0.57
118,PADK,CCSM4,2,20,18-22,1184,0.45
119,PADK,CCSM4,2,20,22+,1561,0.59
120,PADK,CCSM4,2,21,0-6,1176,0.45
121,PADK,CCSM4,2,21,6-10,1934,0.74
122,PADK,CCSM4,2,21,10-14,2364,0.9
123,PADK,CCSM4,2,21,14-18,1769,0.67
124,PADK,CCSM4,2,21,18-22,1329,0.51
125,PADK,CCSM4,2,21,22+,1933,0.74
126,PADK,CCSM4,2,22,0-6,1313,0.5
127,PADK,CCSM4,2,22,6-10,2119,0.81
128,PADK,CCSM4,2,22,10-14,2432,0.93
129,PADK,CCSM4,2,22,14-18,2181,0.83
130,PADK,CCSM4,2,22,18-22,1514,0.58
131,PADK,CCSM4,2,22,22+,1902,0.72
132,PADK,CCSM4,2,23,0-6,1330,0.51
133,PADK,CCSM4,2,23,6-10,2154,0.82
134,PADK,CCSM4,2,23,10-14,2790,1.06
135,PADK,CCSM4,2,23,14-18,2490,0.95
136,PADK,CCSM4,2,23,18-22,1789,0.68
137,PADK,CCSM4,2,23,22+,2276,0.87
138,PADK,CCSM4,2,24,0-6,1520,0.58
139,PADK,CCSM4,2,24,6-10,2336,0.89
140,PADK,CCSM4,2,24,10-14,3065,1.17
141,PADK,CCSM4,2,24,14-18,2705,1.03
142,PADK,CCSM4,2,24,18-22,2029,0.77
143,PADK,CCSM4,2,24,22+,2678,1.02
144,PADK,CCSM4,2,25,0-6,1417,0.54
145,PADK,CCSM4,2,25,6-10,2360,0.9
146,PADK,CCSM4,2,25,10-14,3053,1.16
147,PADK,CCSM4,2,25,14-18,2794,1.06
148,PADK,CCSM4,2,25,18-22,2200,0.84
149,PADK,CCSM4,2,25,22+,2508,0.95
150,PADK,CCSM4,2,26,0-6,1360,0.52
151,PADK,CCSM4,2,26,6-10,2241,0.85
152,PADK,CCSM4,2,26,10-14,2744,1.04
153,PADK,CCSM4,2,26,14-18,2446,0.93
154,PADK,CCSM4,2,26,18-22,1985,0.76
155,PADK,CCSM4,2,26,22+,2647,1.01
156,PADK,CCSM4,2,27,0-6,1264,0.48
157,PADK,CCSM4,2,27,6-10,1908,0.73
158,PADK,CCSM4,2,27,10-14,2435,0.93
159,PADK,CCSM4,2,27,14-18,2273,0.86
160,PADK,CCSM4,2,27,18-22,1782,0.68
161,PADK,CCSM4,2,27,22+,2735,1.04
162,PADK,CCSM4,2,28,0-6,1223,0.47
163,PADK,CCSM4,2,28,6-10,1762,0.67
164,PADK,CCSM4,2,28,10-14,2316,0.88
165,PADK,CCSM4,2,28,14-18,1940,0.74
166,PADK,CCSM4,2,28,18-22,1686,0.64
167,PADK,CCSM4,2,28,22+,2509,0.95
168,PADK,CCSM4,2,29,0-6,1353,0.51
169,PADK,CCSM4,2,29,6-10,1773,0.67
170,PADK,CCSM4,2,29,10-14,2206,0.84
171,PADK,CCSM4,2,29,14-18,1831,0.7
172,PADK,CCSM4,2,29,18-22,1489,0.57
173,PADK,CCSM4,2,29,22+,2161,0.82
174,PADK,CCSM4,2,30,0-6,1253,0.48
175,PADK,CCSM4,2,30,6-10,1678,0.64
176,PADK,CCSM4,2,30,10-14,1837,0.7
177,PADK,CCSM4,2,30,14-18,1678,0.64
178,PADK,CCSM4,2,30,18-22,1273,0.48
179,PADK,CCSM4,2,30,22+,1724,0.66
180,PADK,CCSM4,2,31,0-6,1008,0.38
181,PADK,CCSM4,2,31,6-10,1680,0.64
182,PADK,CCSM4,2,31,10-14,1795,0.68
183,PADK,CCSM4,2,31,14-18,1405,0.53
184,PADK,CCSM4,2,31,18-22,1025,0.39
185,PADK,CCSM4,2,31,22+,1176,0.45
186,PADK,CCSM4,2,32,0-6,957,0.36
187,PADK,CCSM4,2,32,6-10,1299,0.49
188,PADK,CCSM4,2,32,10-14,1498,0.57
189,PADK,CCSM4,2,32,14-18,1196,0.46
190,PADK,CCSM4,2,32,18-22,782,0.3
191,PADK,CCSM4,2,32,22+,923,0.35
192,PADK,CCSM4,2,33,0-6,897,0.34
193,PADK,CCSM4,2,33,6-10,1190,0.45
194,PADK,CCSM4,2,33,10-14,1219,0.46
195,PADK,CCSM4,2,33,14-18,850,0.32
196,PADK,CCSM4,2,33,18-22,560,0.21
197,PADK,CCSM4,2,33,22+,716,0.27
198,PADK,CCSM4,2,34,0-6,914,0.35
199,PADK,CCSM4,2,34,6-10,1157,0.44
200,PADK,CCSM4,2,34,10-14,1037,0.39
201,PADK,CCSM4,2,34,14-18,721,0.27
202,PADK,CCSM4,2,34,18-22,502,0.19
203,PADK,CCSM4,2,34,22+,567,0.22
204,PADK,CCSM4,2,35,0-6,834,0.32
205,PADK,CCSM4,2,35,6-10,1080,0.41
206,PADK,CCSM4,2,35,10-14,895,0.34
207,PADK,CCSM4,2,35,14-18,573,0.22
208,PADK,CCSM4,2,35,18-22,407,0.15
209,PADK,CCSM4,2,35,22+,506,0.19
210,PADK,CCSM4,2,0,0-6,814,0.31
211,PADK,CCSM4,2,0,6-10,975,0.37
212,PADK,CCSM4,2,0,10-14,892,0.34
213,PADK,CCSM4,2,0,14-18,568,0.22
214,PADK,CCSM4,2,0,18-22,406,0.15
215,PADK,CCSM4,2,0,22+,349,0.13
0,PADK,CM3,1,1,0-6,969,0.37
1,PADK,CM3,1,1,6-10,1058,0.4
2,PADK,CM3,1,1,10-14,1075,0.41
3,PADK,CM3,1,1,14-18,942,0.36
4,PADK,CM3,1,1,18-22,562,0.21
5,PADK,CM3,1,1,22+,660,0.25
6,PADK,CM3,1,2,0-6,966,0.37
7,PADK,CM3,1,2,6-10,1068,0.41
8,PADK,CM3,1,2,10-14,1059,0.4
9,PADK,CM3,1,2,14-18,858,0.33
10,PADK,CM3,1,2,18-22,625,0.24
11,PADK,CM3,1,2,22+,735,0.28
12,PADK,CM3,1,3,0-6,945,0.36
13,PADK,CM3,1,3,6-10,1108,0.42
14,PADK,CM3,1,3,10-14,1239,0.47
15,PADK,CM3,1,3,14-18,951,0.36
16,PADK,CM3,1,3,18-22,581,0.22
17,PADK,CM3,1,3,22+,798,0.3
18,PADK,CM3,1,4,0-6,936,0.36
19,PADK,CM3,1,4,6-10,1279,0.49
20,PADK,CM3,1,4,10-14,1190,0.45
21,PADK,CM3,1,4,14-18,894,0.34
22,PADK,CM3,1,4,18-22,541,0.21
23,PADK,CM3,1,4,22+,845,0.32
24,PADK,CM3,1,5,0-6,872,0.33
25,PADK,CM3,1,5,6-10,1160,0.44
26,PADK,CM3,1,5,10-14,1174,0.45
27,PADK,CM3,1,5,14-18,991,0.38
28,PADK,CM3,1,5,18-22,582,0.22
29,PADK,CM3,1,5,22+,945,0.36
30,PADK,CM3,1,6,0-6,811,0.31
31,PADK,CM3,1,6,6-10,1065,0.41
32,PADK,CM3,1,6,10-14,1027,0.39
33,PADK,CM3,1,6,14-18,1011,0.38
34,PADK,CM3,1,6,18-22,594,0.23
35,PADK,CM3,1,6,22+,840,0.32
36,PADK,CM3,1,7,0-6,826,0.31
37,PADK,CM3,1,7,6-10,946,0.36
38,PADK,CM3,1,7,10-14,1100,0.42
39,PADK,CM3,1,7,14-18,946,0.36
40,PADK,CM3,1,7,18-22,536,0.2
41,PADK,CM3,1,7,22+,925,0.35
42,PADK,CM3,1,8,0-6,791,0.3
43,PADK,CM3,1,8,6-10,951,0.36
44,PADK,CM3,1,8,10-14,896,0.34
45,PADK,CM3,1,8,14-18,885,0.34
46,PADK,CM3,1,8,18-22,691,0.26
47,PADK,CM3,1,8,22+,1016,0.39
48,PADK,CM3,1,9,0-6,835,0.32
49,PADK,CM3,1,9,6-10,838,0.32
50,PADK,CM3,1,9,10-14,913,0.35
51,PADK,CM3,1,9,14-18,857,0.33
52,PADK,CM3,1,9,18-22,570,0.22
53,PADK,CM3,1,9,22+,1129,0.43
54,PADK,CM3,1,10,0-6,746,0.28
55,PADK,CM3,1,10,6-10,740,0.28
56,PADK,CM3,1,10,10-14,887,0.34
57,PADK,CM3,1,10,14-18,867,0.33
58,PADK,CM3,1,10,18-22,596,0.23
59,PADK,CM3,1,10,22+,1080,0.41
60,PADK,CM3,1,11,0-6,754,0.29
61,PADK,CM3,1,11,6-10,757,0.29
62,PADK,CM3,1,11,10-14,891,0.34
63,PADK,CM3,1,11,14-18,897,0.34
64,PADK,CM3,1,11,18-22,609,0.23
65,PADK,CM3,1,11,22+,1140,0.43
66,PADK,CM3,1,12,0-6,862,0.33
67,PADK,CM3,1,12,6-10,843,0.32
68,PADK,CM3,1,12,10-14,870,0.33
69,PADK,CM3,1,12,14-18,841,0.32
70,PADK,CM3,1,12,18-22,574,0.22
71,PADK,CM3,1,12,22+,1120,0.43
72,PADK,CM3,1,13,0-6,857,0.33
73,PADK,CM3,1,13,6-10,816,0.31
74,PADK,CM3,1,13,10-14,960,0.37
75,PADK,CM3,1,13,14-18,857,0.33
76,PADK,CM3,1,13,18-22,631,0.24
77,PADK,CM3,1,13,22+,1046,0.4
78,PADK,CM3,1,14,0-6,896,0.34
79,PADK,CM3,1,14,6-10,891,0.34
80,PADK,CM3,1,14,10-14,981,0.37
81,PADK,CM3,1,14,14-18,802,0.31
82,PADK,CM3,1,14,18-22,556,0.21
83,PADK,CM3,1,14,22+,972,0.37
84,PADK,CM3,1,15,0-6,895,0.34
85,PADK,CM3,1,15,6-10,937,0.36
86,PADK,CM3,1,15,10-14,932,0.35
87,PADK,CM3,1,15,14-18,974,0.37
88,PADK,CM3,1,15,18-22,586,0.22
89,PADK,CM3,1,15,22+,1019,0.39
90,PADK,CM3,1,16,0-6,835,0.32
91,PADK,CM3,1,16,6-10,1020,0.39
92,PADK,CM3,1,16,10-14,1024,0.39
93,PADK,CM3,1,16,14-18,813,0.31
94,PADK,CM3,1,16,18-22,548,0.21
95,PADK,CM3,1,16,22+,1015,0.39
96,PADK,CM3,1,17,0-6,901,0.34
97,PADK,CM3,1,17,6-10,1019,0.39
98,PADK,CM3,1,17,10-14,1109,0.42
99,PADK,CM3,1,17,14-18,912,0.35
100,PADK,CM3,1,17,18-22,588,0.22
101,PADK,CM3,1,17,22+,1044,0.4
102,PADK,CM3,1,18,0-6,898,0.34
103,PADK,CM3,1,18,6-10,995,0.38
104,PADK,CM3,1,18,10-14,1236,0.47
105,PADK,CM3,1,18,14-18,943,0.36
106,PADK,CM3,1,18,18-22,610,0.23
107,PADK,CM3,1,18,22+,936,0.36
108,PADK,CM3,1,19,0-6,942,0.36
109,PADK,CM3,1,19,6-10,1104,0.42
110,PADK,CM3,1,19,10-14,1264,0.48
111,PADK,CM3,1,19,14-18,1074,0.41
112,PADK,CM3,1,19,18-22,575,0.22
113,PADK,CM3,1,19,22+,1095,0.42
114,PADK,CM3,1,20,0-6,1040,0.4
115,PADK,CM3,1,20,6-10,1186,0.45
116,PADK,CM3,1,20,10-14,1414,0.54
117,PADK,CM3,1,20,14-18,1170,0.45
118,PADK,CM3,1,20,18-22,671,0.26
119,PADK,CM3,1,20,22+,1195,0.45
120,PADK,CM3,1,21,0-6,1190,0.45
121,PADK,CM3,1,21,6-10,1334,0.51
122,PADK,CM3,1,21,10-14,1496,0.57
123,PADK,CM3,1,21,14-18,1391,0.53
124,PADK,CM3,1,21,18-22,880,0.33
125,PADK,CM3,1,21,22+,1534,0.58
126,PADK,CM3,1,22,0-6,1209,0.46
127,PADK,CM3,1,22,6-10,1487,0.57
128,PADK,CM3,1,22,10-14,1708,0.65
129,PADK,CM3,1,22,14-18,1712,0.65
130,PADK,CM3,1,22,18-22,1211,0.46
131,PADK,CM3,1,22,22+,1548,0.59
132,PADK,CM3,1,23,0-6,1240,0.47
133,PADK,CM3,1,23,6-10,1689,0.64
134,PADK,CM3,1,23,10-14,2059,0.78
135,PADK,CM3,1,23,14-18,2174,0.83
136,PADK,CM3,1,23,18-22,1306,0.5
137,PADK,CM3,1,23,22+,1645,0.63
138,PADK,CM3,1,24,0-6,1336,0.51
139,PADK,CM3,1,24,6-10,1801,0.69
140,PADK,CM3,1,24,10-14,2387,0.91
141,PADK,CM3,1,24,14-18,2288,0.87
142,PADK,CM3,1,24,18-22,1424,0.54
143,PADK,CM3,1,24,22+,1690,0.64
144,PADK,CM3,1,25,0-6,1321,0.5
145,PADK,CM3,1,25,6-10,1807,0.69
146,PADK,CM3,1,25,10-14,2463,0.94
147,PADK,CM3,1,25,14-18,2383,0.91
148,PADK,CM3,1,25,18-22,1570,0.6
149,PADK,CM3,1,25,22+,2290,0.87
150,PADK,CM3,1,26,0-6,1246,0.47
151,PADK,CM3,1,26,6-10,1767,0.67
152,PADK,CM3,1,26,10-14,2367,0.9
153,PADK,CM3,1,26,14-18,2170,0.83
154,PADK,CM3,1,26,18-22,1348,0.51
155,PADK,CM3,1,26,22+,2029,0.77
156,PADK,CM3,1,27,0-6,1252,0.48
157,PADK,CM3,1,27,6-10,1822,0.69
158,PADK,CM3,1,27,10-14,2421,0.92
159,PADK,CM3,1,27,14-18,2075,0.79
160,PADK,CM3,1,27,18-22,1303,0.5
161,PADK,CM3,1,27,22+,1873,0.71
162,PADK,CM3,1,28,0-6,1305,0.5
163,PADK,CM3,1,28,6-10,1784,0.68
164,PADK,CM3,1,28,10-14,2369,0.9
165,PADK,CM3,1,28,14-18,2129,0.81
166,PADK,CM3,1,28,18-22,1209,0.46
167,PADK,CM3,1,28,22+,2073,0.79
168,PADK,CM3,1,29,0-6,1292,0.49
169,PADK,CM3,1,29,6-10,1624,0.62
170,PADK,CM3,1,29,10-14,2150,0.82
171,PADK,CM3,1,29,14-18,2006,0.76
172,PADK,CM3,1,29,18-22,1375,0.52
173,PADK,CM3,1,29,22+,1829,0.7
174,PADK,CM3,1,30,0-6,1250,0.48
175,PADK,CM3,1,30,6-10,1578,0.6
176,PADK,CM3,1,30,10-14,2069,0.79
177,PADK,CM3,1,30,14-18,1841,0.7
178,PADK,CM3,1,30,18-22,1177,0.45
179,PADK,CM3,1,30,22+,1623,0.62
180,PADK,CM3,1,31,0-6,1258,0.48
181,PADK,CM3,1,31,6-10,1586,0.6
182,PADK,CM3,1,31,10-14,1944,0.74
183,PADK,CM3,1,31,14-18,1657,0.63
184,PADK,CM3,1,31,18-22,1106,0.42
185,PADK,CM3,1,31,22+,1345,0.51
186,PADK,CM3,1,32,0-6,1214,0.46
187,PADK,CM3,1,32,6-10,1478,0.56
188,PADK,CM3,1,32,10-14,1897,0.72
189,PADK,CM3,1,32,14-18,1459,0.56
190,PADK,CM3,1,32,18-22,897,0.34
191,PADK,CM3,1,32,22+,1089,0.41
192,PADK,CM3,1,33,0-6,1186,0.45
193,PADK,CM3,1,33,6-10,1386,0.53
194,PADK,CM3,1,33,10-14,1767,0.67
195,PADK,CM3,1,33,14-18,1407,0.54
196,PADK,CM3,1,33,18-22,756,0.29
197,PADK,CM3,1,33,22+,938,0.36
198,PADK,CM3,1,34,0-6,1171,0.45
199,PADK,CM3,1,34,6-10,1256,0.48
200,PADK,CM3,1,34,10-14,1423,0.54
201,PADK,CM3,1,34,14-18,1223,0.47
202,PADK,CM3,1,34,18-22,673,0.26
203,PADK,CM3,1,34,22+,825,0.31
204,PADK,CM3,1,35,0-6,1098,0.42
205,PADK,CM3,1,35,6-10,1160,0.44
206,PADK,CM3,1,35,10-14,1297,0.49
207,PADK,CM3,1,35,14-18,1052,0.4
208,PADK,CM3,1,35,18-22,594,0.23
209,PADK,CM3,1,35,22+,683,0.26
210,PADK,CM3,1,0,0-6,1009,0.38
211,PADK,CM3,1,0,6-10,1178,0.45
212,PADK,CM3,1,0,10-14,1216,0.46
213,PADK,CM3,1,0,14-18,956,0.36
214,PADK,CM3,1,0,18-22,548,0.21
215,PADK,CM3,1,0,22+,615,0.23
0,PADK,CM3,2,1,0-6,1071,0.41
1,PADK,CM3,2,1,6-10,969,0.37
2,PADK,CM3,2,1,10-14,1106,0.42
3,PADK,CM3,2,1,14-18,848,0.32
4,PADK,CM3,2,1,18-22,522,0.2
5,PADK,CM3,2,1,22+,622,0.24
6,PADK,CM3,2,2,0-6,1027,0.39
7,PADK,CM3,2,2,6-10,975,0.37
8,PADK,CM3,2,2,10-14,954,0.36
9,PADK,CM3,2,2,14-18,772,0.29
10,PADK,CM3,2,2,18-22,550,0.21
11,PADK,CM3,2,2,22+,647,0.25
12,PADK,CM3,2,3,0-6,936,0.36
13,PADK,CM3,2,3,6-10,1026,0.39
14,PADK,CM3,2,3,10-14,985,0.37
15,PADK,CM3,2,3,14-18,706,0.27
16,PADK,CM3,2,3,18-22,514,0.2
17,PADK,CM3,2,3,22+,683,0.26
18,PADK,CM3,2,4,0-6,942,0.36
19,PADK,CM3,2,4,6-10,1023,0.39
20,PADK,CM3,2,4,10-14,970,0.37
21,PADK,CM3,2,4,14-18,794,0.3
22,PADK,CM3,2,4,18-22,480,0.18
23,PADK,CM3,2,4,22+,701,0.27
24,PADK,CM3,2,5,0-6,832,0.32
25,PADK,CM3,2,5,6-10,930,0.35
26,PADK,CM3,2,5,10-14,997,0.38
27,PADK,CM3,2,5,14-18,776,0.3
28,PADK,CM3,2,5,18-22,541,0.21
29,PADK,CM3,2,5,22+,903,0.34
30,PADK,CM3,2,6,0-6,787,0.3
31,PADK,CM3,2,6,6-10,837,0.32
32,PADK,CM3,2,6,10-14,1031,0.39
33,PADK,CM3,2,6,14-18,637,0.24
34,PADK,CM3,2,6,18-22,546,0.21
35,PADK,CM3,2,6,22+,810,0.31
36,PADK,CM3,2,7,0-6,798,0.3
37,PADK,CM3,2,7,6-10,812,0.31
38,PADK,CM3,2,7,10-14,944,0.36
39,PADK,CM3,2,7,14-18,631,0.24
40,PADK,CM3,2,7,18-22,532,0.2
41,PADK,CM3,2,7,22+,924,0.35
42,PADK,CM3,2,8,0-6,781,0.3
43,PADK,CM3,2,8,6-10,751,0.29
44,PADK,CM3,2,8,10-14,925,0.35
45,PADK,CM3,2,8,14-18,748,0.28
46,PADK,CM3,2,8,18-22,548,0.21
47,PADK,CM3,2,8,22+,903,0.34
48,PADK,CM3,2,9,0-6,794,0.3
49,PADK,CM3,2,9,6-10,721,0.27
50,PADK,CM3,2,9,10-14,822,0.31
51,PADK,CM3,2,9,14-18,794,0.3
52,PADK,CM3,2,9,18-22,607,0.23
53,PADK,CM3,2,9,22+,996,0.38
54,PADK,CM3,2,10,0-6,760,0.29
55,PADK,CM3,2,10,6-10,767,0.29
56,PADK,CM3,2,10,10-14,822,0.31
57,PADK,CM3,2,10,14-18,763,0.29
58,PADK,CM3,2,10,18-22,538,0.2
59,PADK,CM3,2,10,22+,958,0.36
60,PADK,CM3,2,11,0-6,771,0.29
61,PADK,CM3,2,11,6-10,726,0.28
62,PADK,CM3,2,11,10-14,850,0.32
63,PADK,CM3,2,11,14-18,766,0.29
64,PADK,CM3,2,11,18-22,550,0.21
65,PADK,CM3,2,11,22+,978,0.37
66,PADK,CM3,2,12,0-6,801,0.3
67,PADK,CM3,2,12,6-10,843,0.32
68,PADK,CM3,2,12,10-14,846,0.32
69,PADK,CM3,2,12,14-18,783,0.3
70,PADK,CM3,2,12,18-22,606,0.23
71,PADK,CM3,2,12,22+,1137,0.43
72,PADK,CM3,2,13,0-6,859,0.33
73,PADK,CM3,2,13,6-10,825,0.31
74,PADK,CM3,2,13,10-14,972,0.37
75,PADK,CM3,2,13,14-18,852,0.32
76,PADK,CM3,2,13,18-22,733,0.28
77,PADK,CM3,2,13,22+,1216,0.46
78,PADK,CM3,2,14,0-6,858,0.33
79,PADK,CM3,2,14,6-10,822,0.31
80,PADK,CM3,2,14,10-14,1011,0.38
81,PADK,CM3,2,14,14-18,1026,0.39
82,PADK,CM3,2,14,18-22,784,0.3
83,PADK,CM3,2,14,22+,1233,0.47
84,PADK,CM3,2,15,0-6,826,0.31
85,PADK,CM3,2,15,6-10,878,0.33
86,PADK,CM3,2,15,10-14,972,0.37
87,PADK,CM3,2,15,14-18,982,0.37
88,PADK,CM3,2,15,18-22,665,0.25
89,PADK,CM3,2,15,22+,1015,0.39
90,PADK,CM3,2,16,0-6,862,0.33
91,PADK,CM3,2,16,6-10,913,0.35
92,PADK,CM3,2,16,10-14,1056,0.4
93,PADK,CM3,2,16,14-18,929,0.35
94,PADK,CM3,2,16,18-22,592,0.23
95,PADK,CM3,2,16,22+,1030,0.39
96,PADK,CM3,2,17,0-6,878,0.33
97,PADK,CM3,2,17,6-10,950,0.36
98,PADK,CM3,2,17,10-14,1066,0.41
99,PADK,CM3,2,17,14-18,855,0.33
100,PADK,CM3,2,17,18-22,531,0.2
101,PADK,CM3,2,17,22+,1049,0.4
102,PADK,CM3,2,18,0-6,1006,0.38
103,PADK,CM3,2,18,6-10,1047,0.4
104,PADK,CM3,2,18,10-14,1165,0.44
105,PADK,CM3,2,18,14-18,1020,0.39
106,PADK,CM3,2,18,18-22,654,0.25
107,PADK,CM3,2,18,22+,1248,0.47
108,PADK,CM3,2,19,0-6,1089,0.41
109,PADK,CM3,2,19,6-10,1149,0.44
110,PADK,CM3,2,19,10-14,1354,0.52
111,PADK,CM3,2,19,14-18,1131,0.43
112,PADK,CM3,2,19,18-22,623,0.24
113,PADK,CM3,2,19,22+,1226,0.47
114,PADK,CM3,2,20,0-6,1162,0.44
115,PADK,CM3,2,20,6-10,1334,0.51
116,PADK,CM3,2,20,10-14,1624,0.62
117,PADK,CM3,2,20,14-18,1272,0.48
118,PADK,CM3,2,20,18-22,745,0.28
119,PADK,CM3,2,20,22+,1354,0.52
120,PADK,CM3,2,21,0-6,1189,0.45
121,PADK,CM3,2,21,6-10,1473,0.56
122,PADK,CM3,2,21,10-14,1735,0.66
123,PADK,CM3,2,21,14-18,1398,0.53
124,PADK,CM3,2,21,18-22,950,0.36
125,PADK,CM3,2,21,22+,1608,0.61
126,PADK,CM3,2,22,0-6,1247,0.47
127,PADK,CM3,2,22,6-10,1701,0.65
128,PADK,CM3,2,22,10-14,1983,0.75
129,PADK,CM3,2,22,14-18,1771,0.67
130,PADK,CM3,2,22,18-22,1241,0.47
131,PADK,CM3,2,22,22+,2005,0.76
132,PADK,CM3,2,23,0-6,1375,0.52
133,PADK,CM3,2,23,6-10,1757,0.67
134,PADK,CM3,2,23,10-14,2403,0.91
135,PADK,CM3,2,23,14-18,2005,0.76
136,PADK,CM3,2,23,18-22,1345,0.51
137,PADK,CM3,2,23,22+,1987,0.76
138,PADK,CM3,2,24,0-6,1388,0.53
139,PADK,CM3,2,24,6-10,2046,0.78
140,PADK,CM3,2,24,10-14,2586,0.98
141,PADK,CM3,2,24,14-18,2507,0.95
142,PADK,CM3,2,24,18-22,1729,0.66
143,PADK,CM3,2,24,22+,2204,0.84
144,PADK,CM3,2,25,0-6,1405,0.53
145,PADK,CM3,2,25,6-10,1944,0.74
146,PADK,CM3,2,25,10-14,2749,1.05
147,PADK,CM3,2,25,14-18,2411,0.92
148,PADK,CM3,2,25,18-22,1568,0.6
149,PADK,CM3,2,25,22+,2536,0.96
150,PADK,CM3,2,26,0-6,1375,0.52
151,PADK,CM3,2,26,6-10,1857,0.71
152,PADK,CM3,2,26,10-14,2373,0.9
153,PADK,CM3,2,26,14-18,2279,0.87
154,PADK,CM3,2,26,18-22,1715,0.65
155,PADK,CM3,2,26,22+,2385,0.91
156,PADK,CM3,2,27,0-6,1466,0.56
157,PADK,CM3,2,27,6-10,1736,0.66
158,PADK,CM3,2,27,10-14,2125,0.81
159,PADK,CM3,2,27,14-18,2035,0.77
160,PADK,CM3,2,27,18-22,1523,0.58
161,PADK,CM3,2,27,22+,2301,0.88
162,PADK,CM3,2,28,0-6,1444,0.55
163,PADK,CM3,2,28,6-10,1739,0.66
164,PADK,CM3,2,28,10-14,2187,0.83
165,PADK,CM3,2,28,14-18,2034,0.77
166,PADK,CM3,2,28,18-22,1433,0.55
167,PADK,CM3,2,28,22+,2376,0.9
168,PADK,CM3,2,29,0-6,1386,0.53
169,PADK,CM3,2,29,6-10,1634,0.62
170,PADK,CM3,2,29,10-14,2108,0.8
171,PADK,CM3,2,29,14-18,1741,0.66
172,PADK,CM3,2,29,18-22,1271,0.48
173,PADK,CM3,2,29,22+,1827,0.7
174,PADK,CM3,2,30,0-6,1399,0.53
175,PADK,CM3,2,30,6-10,1581,0.6
176,PADK,CM3,2,30,10-14,1994,0.76
177,PADK,CM3,2,30,14-18,1578,0.6
178,PADK,CM3,2,30,18-22,1201,0.46
179,PADK,CM3,2,30,22+,1763,0.67
180,PADK,CM3,2,31,0-6,1328,0.51
181,PADK,CM3,2,31,6-10,1543,0.59
182,PADK,CM3,2,31,10-14,1841,0.7
183,PADK,CM3,2,31,14-18,1492,0.57
184,PADK,CM3,2,31,18-22,1015,0.39
185,PADK,CM3,2,31,22+,1505,0.57
186,PADK,CM3,2,32,0-6,1224,0.47
187,PADK,CM3,2,32,6-10,1574,0.6
188,PADK,CM3,2,32,10-14,1536,0.58
189,PADK,CM3,2,32,14-18,1199,0.46
190,PADK,CM3,2,32,18-22,746,0.28
191,PADK,CM3,2,32,22+,1209,0.46
192,PADK,CM3,2,33,0-6,1116,0.42
193,PADK,CM3,2,33,6-10,1294,0.49
194,PADK,CM3,2,33,10-14,1433,0.55
195,PADK,CM3,2,33,14-18,1036,0.39
196,PADK,CM3,2,33,18-22,606,0.23
197,PADK,CM3,2,33,22+,938,0.36
198,PADK,CM3,2,34,0-6,1124,0.43
199,PADK,CM3,2,34,6-10,1240,0.47
200,PADK,CM3,2,34,10-14,1295,0.49
201,PADK,CM3,2,34,14-18,857,0.33
202,PADK,CM3,2,34,18-22,527,0.2
203,PADK,CM3,2,34,22+,725,0.28
204,PADK,CM3,2,35,0-6,1041,0.4
205,PADK,CM3,2,35,6-10,1191,0.45
206,PADK,CM3,2,35,10-14,1242,0.47
207,PADK,CM3,2,35,14-18,865,0.33
208,PADK,CM3,2,35,18-22,463,0.18
209,PADK,CM3,2,35,22+,557,0.21
210,PADK,CM3,2,0,0-6,1052,0.4
211,PADK,CM3,2,0,6-10,1061,0.4
212,PADK,CM3,2,0,10-14,1198,0.46
213,PADK,CM3,2,0,14-18,925,0.35
214,PADK,CM3,2,0,18-22,508,0.19
215,PADK,CM3,2,0,22+,656,0.25
0,PANC,ERA,0,1,0-6,6947,2.64
1,PANC,ERA,0,1,6-10,5301,2.02
2,PANC,ERA,0,1,10-14,1055,0.4
3,PANC,ERA,0,1,14-18,214,0.08
4,PANC,ERA,0,1,18-22,57,0.02
5,PANC,ERA,0,1,22+,0,0.0
6,PANC,ERA,0,2,0-6,5730,2.18
7,PANC,ERA,0,2,6-10,1956,0.74
8,PANC,ERA,0,2,10-14,270,0.1
9,PANC,ERA,0,2,14-18,25,0.01
10,PANC,ERA,0,2,18-22,10,0.0
11,PANC,ERA,0,2,22+,0,0.0
12,PANC,ERA,0,3,0-6,4281,1.63
13,PANC,ERA,0,3,6-10,920,0.35
14,PANC,ERA,0,3,10-14,104,0.04
15,PANC,ERA,0,3,14-18,14,0.01
16,PANC,ERA,0,3,18-22,0,0.0
17,PANC,ERA,0,3,22+,0,0.0
18,PANC,ERA,0,4,0-6,3178,1.21
19,PANC,ERA,0,4,6-10,496,0.19
20,PANC,ERA,0,4,10-14,39,0.01
21,PANC,ERA,0,4,14-18,2,0.0
22,PANC,ERA,0,4,18-22,0,0.0
23,PANC,ERA,0,4,22+,0,0.0
24,PANC,ERA,0,5,0-6,2700,1.03
25,PANC,ERA,0,5,6-10,344,0.13
26,PANC,ERA,0,5,10-14,20,0.01
