,sid,gcm,decadal_group,direction_class,speed_range,count,frequency
185,PADT,ERA,0,31,22+,0,0.0
186,PADT,ERA,0,32,0-6,3410,1.3
187,PADT,ERA,0,32,6-10,67,0.03
188,PADT,ERA,0,32,10-14,4,0.0
189,PADT,ERA,0,32,14-18,0,0.0
190,PADT,ERA,0,32,18-22,0,0.0
191,PADT,ERA,0,32,22+,0,0.0
192,PADT,ERA,0,33,0-6,2150,0.82
193,PADT,ERA,0,33,6-10,14,0.01
194,PADT,ERA,0,33,10-14,0,0.0
195,PADT,ERA,0,33,14-18,0,0.0
196,PADT,ERA,0,33,18-22,0,0.0
197,PADT,ERA,0,33,22+,0,0.0
198,PADT,ERA,0,34,0-6,1546,0.59
199,PADT,ERA,0,34,6-10,9,0.0
200,PADT,ERA,0,34,10-14,1,0.0
201,PADT,ERA,0,34,14-18,0,0.0
202,PADT,ERA,0,34,18-22,0,0.0
203,PADT,ERA,0,34,22+,0,0.0
204,PADT,ERA,0,35,0-6,1264,0.48
205,PADT,ERA,0,35,6-10,13,0.0
206,PADT,ERA,0,35,10-14,2,0.0
207,PADT,ERA,0,35,14-18,0,0.0
208,PADT,ERA,0,35,18-22,0,0.0
209,PADT,ERA,0,35,22+,0,0.0
210,PADT,ERA,0,0,0-6,1223,0.47
211,PADT,ERA,0,0,6-10,22,0.01
212,PADT,ERA,0,0,10-14,7,0.0
213,PADT,ERA,0,0,14-18,2,0.0
214,PADT,ERA,0,0,18-22,0,0.0
215,PADT,ERA,0,0,22+,0,0.0
0,PADT,CCSM4,1,1,0-6,1428,0.54
1,PADT,CCSM4,1,1,6-10,32,0.01
2,PADT,CCSM4,1,1,10-14,6,0.0
3,PADT,CCSM4,1,1,14-18,0,0.0
4,PADT,CCSM4,1,1,18-22,0,0.0
5,PADT,CCSM4,1,1,22+,0,0.0
6,PADT,CCSM4,1,2,0-6,1966,0.75
7,PADT,CCSM4,1,2,6-10,104,0.04
8,PADT,CCSM4,1,2,10-14,8,0.0
9,PADT,CCSM4,1,2,14-18,0,0.0
10,PADT,CCSM4,1,2,18-22,0,0.0
11,PADT,CCSM4,1,2,22+,0,0.0
12,PADT,CCSM4,1,3,0-6,3413,1.3
13,PADT,CCSM4,1,3,6-10,249,0.09
14,PADT,CCSM4,1,3,10-14,91,0.03
15,PADT,CCSM4,1,3,14-18,1,0.0
16,PADT,CCSM4,1,3,18-22,0,0.0
17,PADT,CCSM4,1,3,22+,0,0.0
18,PADT,CCSM4,1,4,0-6,6248,2.38
19,PADT,CCSM4,1,4,6-10,768,0.29
20,PADT,CCSM4,1,4,10-14,138,0.05
21,PADT,CCSM4,1,4,14-18,0,0.0
22,PADT,CCSM4,1,4,18-22,0,0.0
23,PADT,CCSM4,1,4,22+,0,0.0
24,PADT,CCSM4,1,5,0-6,10555,4.02
25,PADT,CCSM4,1,5,6-10,3336,1.27
26,PADT,CCSM4,1,5,10-14,1647,0.63
27,PADT,CCSM4,1,5,14-18,58,0.02
28,PADT,CCSM4,1,5,18-22,0,0.0
29,PADT,CCSM4,1,5,22+,0,0.0
30,PADT,CCSM4,1,6,0-6,14363,5.47
31,PADT,CCSM4,1,6,6-10,8366,3.18
32,PADT,CCSM4,1,6,10-14,11410,4.34
33,PADT,CCSM4,1,6,14-18,1192,0.45
34,PADT,CCSM4,1,6,18-22,1,0.0
35,PADT,CCSM4,1,6,22+,0,0.0
36,PADT,CCSM4,1,7,0-6,11249,4.28
37,PADT,CCSM4,1,7,6-10,6947,2.64
38,PADT,CCSM4,1,7,10-14,9141,3.48
39,PADT,CCSM4,1,7,14-18,2371,0.9
40,PADT,CCSM4,1,7,18-22,34,0.01
41,PADT,CCSM4,1,7,22+,52,0.02
42,PADT,CCSM4,1,8,0-6,7023,2.67
43,PADT,CCSM4,1,8,6-10,2932,1.12
44,PADT,CCSM4,1,8,10-14,2392,0.91
45,PADT,CCSM4,1,8,14-18,294,0.11
46,PADT,CCSM4,1,8,18-22,19,0.01
47,PADT,CCSM4,1,8,22+,16,0.01
48,PADT,CCSM4,1,9,0-6,4490,1.71
49,PADT,CCSM4,1,9,6-10,1245,0.47
50,PADT,CCSM4,1,9,10-14,567,0.22
51,PADT,CCSM4,1,9,14-18,15,0.01
52,PADT,CCSM4,1,9,18-22,0,0.0
53,PADT,CCSM4,1,9,22+,0,0.0
54,PADT,CCSM4,1,10,0-6,2840,1.08
55,PADT,CCSM4,1,10,6-10,587,0.22
56,PADT,CCSM4,1,10,10-14,194,0.07
57,PADT,CCSM4,1,10,14-18,2,0.0
58,PADT,CCSM4,1,10,18-22,0,0.0
59,PADT,CCSM4,1,10,22+,0,0.0
60,PADT,CCSM4,1,11,0-6,1870,0.71
61,PADT,CCSM4,1,11,6-10,302,0.11
62,PADT,CCSM4,1,11,10-14,99,0.04
63,PADT,CCSM4,1,11,14-18,0,0.0
64,PADT,CCSM4,1,11,18-22,0,0.0
65,PADT,CCSM4,1,11,22+,0,0.0
66,PADT,CCSM4,1,12,0-6,1335,0.51
67,PADT,CCSM4,1,12,6-10,146,0.06
68,PADT,CCSM4,1,12,10-14,38,0.01
69,PADT,CCSM4,1,12,14-18,1,0.0
70,PADT,CCSM4,1,12,18-22,0,0.0
71,PADT,CCSM4,1,12,22+,0,0.0
72,PADT,CCSM4,1,13,0-6,1009,0.38
73,PADT,CCSM4,1,13,6-10,88,0.03
74,PADT,CCSM4,1,13,10-14,36,0.01
75,PADT,CCSM4,1,13,14-18,1,0.0
76,PADT,CCSM4,1,13,18-22,0,0.0
77,PADT,CCSM4,1,13,22+,0,0.0
78,PADT,CCSM4,1,14,0-6,734,0.28
79,PADT,CCSM4,1,14,6-10,58,0.02
80,PADT,CCSM4,1,14,10-14,10,0.0
81,PADT,CCSM4,1,14,14-18,4,0.0
82,PADT,CCSM4,1,14,18-22,0,0.0
83,PADT,CCSM4,1,14,22+,0,0.0
84,PADT,CCSM4,1,15,0-6,585,0.22
85,PADT,CCSM4,1,15,6-10,28,0.01
86,PADT,CCSM4,1,15,10-14,15,0.01
87,PADT,CCSM4,1,15,14-18,6,0.0
88,PADT,CCSM4,1,15,18-22,1,0.0
89,PADT,CCSM4,1,15,22+,1,0.0
90,PADT,CCSM4,1,16,0-6,462,0.18
91,PADT,CCSM4,1,16,6-10,29,0.01
92,PADT,CCSM4,1,16,10-14,19,0.01
93,PADT,CCSM4,1,16,14-18,1,0.0
94,PADT,CCSM4,1,16,18-22,1,0.0
95,PADT,CCSM4,1,16,22+,1,0.0
96,PADT,CCSM4,1,17,0-6,352,0.13
97,PADT,CCSM4,1,17,6-10,10,0.0
98,PADT,CCSM4,1,17,10-14,9,0.0
99,PADT,CCSM4,1,17,14-18,8,0.0
100,PADT,CCSM4,1,17,18-22,0,0.0
101,PADT,CCSM4,1,17,22+,2,0.0
102,PADT,CCSM4,1,18,0-6,364,0.14
103,PADT,CCSM4,1,18,6-10,10,0.0
104,PADT,CCSM4,1,18,10-14,19,0.01
105,PADT,CCSM4,1,18,14-18,7,0.0
106,PADT,CCSM4,1,18,18-22,0,0.0
107,PADT,CCSM4,1,18,22+,0,0.0
108,PADT,CCSM4,1,19,0-6,378,0.14
109,PADT,CCSM4,1,19,6-10,13,0.0
110,PADT,CCSM4,1,19,10-14,19,0.01
111,PADT,CCSM4,1,19,14-18,6,0.0
112,PADT,CCSM4,1,19,18-22,0,0.0
113,PADT,CCSM4,1,19,22+,0,0.0
114,PADT,CCSM4,1,20,0-6,378,0.14
115,PADT,CCSM4,1,20,6-10,29,0.01
116,PADT,CCSM4,1,20,10-14,29,0.01
117,PADT,CCSM4,1,20,14-18,10,0.0
118,PADT,CCSM4,1,20,18-22,1,0.0
119,PADT,CCSM4,1,20,22+,5,0.0
120,PADT,CCSM4,1,21,0-6,496,0.19
121,PADT,CCSM4,1,21,6-10,37,0.01
122,PADT,CCSM4,1,21,10-14,45,0.02
123,PADT,CCSM4,1,21,14-18,21,0.01
124,PADT,CCSM4,1,21,18-22,4,0.0
125,PADT,CCSM4,1,21,22+,19,0.01
126,PADT,CCSM4,1,22,0-6,669,0.25
127,PADT,CCSM4,1,22,6-10,87,0.03
128,PADT,CCSM4,1,22,10-14,119,0.05
129,PADT,CCSM4,1,22,14-18,78,0.03
130,PADT,CCSM4,1,22,18-22,6,0.0
131,PADT,CCSM4,1,22,22+,64,0.02
132,PADT,CCSM4,1,23,0-6,1061,0.4
133,PADT,CCSM4,1,23,6-10,240,0.09
134,PADT,CCSM4,1,23,10-14,533,0.2
135,PADT,CCSM4,1,23,14-18,464,0.18
136,PADT,CCSM4,1,23,18-22,36,0.01
137,PADT,CCSM4,1,23,22+,234,0.09
138,PADT,CCSM4,1,24,0-6,2030,0.77
139,PADT,CCSM4,1,24,6-10,840,0.32
140,PADT,CCSM4,1,24,10-14,2829,1.08
141,PADT,CCSM4,1,24,14-18,1592,0.61
142,PADT,CCSM4,1,24,18-22,76,0.03
143,PADT,CCSM4,1,24,22+,312,0.12
144,PADT,CCSM4,1,25,0-6,4396,1.67
145,PADT,CCSM4,1,25,6-10,3281,1.25
146,PADT,CCSM4,1,25,10-14,5081,1.93
147,PADT,CCSM4,1,25,14-18,1188,0.45
148,PADT,CCSM4,1,25,18-22,17,0.01
149,PADT,CCSM4,1,25,22+,34,0.01
150,PADT,CCSM4,1,26,0-6,7054,2.68
151,PADT,CCSM4,1,26,6-10,5134,1.95
152,PADT,CCSM4,1,26,10-14,4415,1.68
153,PADT,CCSM4,1,26,14-18,381,0.14
154,PADT,CCSM4,1,26,18-22,5,0.0
155,PADT,CCSM4,1,26,22+,3,0.0
156,PADT,CCSM4,1,27,0-6,7856,2.99
157,PADT,CCSM4,1,27,6-10,4721,1.8
158,PADT,CCSM4,1,27,10-14,2994,1.14
159,PADT,CCSM4,1,27,14-18,208,0.08
160,PADT,CCSM4,1,27,18-22,1,0.0
161,PADT,CCSM4,1,27,22+,0,0.0
162,PADT,CCSM4,1,28,0-6,8173,3.11
163,PADT,CCSM4,1,28,6-10,4404,1.68
164,PADT,CCSM4,1,28,10-14,2143,0.82
165,PADT,CCSM4,1,28,14-18,97,0.04
166,PADT,CCSM4,1,28,18-22,0,0.0
167,PADT,CCSM4,1,28,22+,0,0.0
168,PADT,CCSM4,1,29,0-6,8190,3.12
169,PADT,CCSM4,1,29,6-10,3866,1.47
170,PADT,CCSM4,1,29,10-14,1267,0.48
171,PADT,CCSM4,1,29,14-18,14,0.01
172,PADT,CCSM4,1,29,18-22,0,0.0
173,PADT,CCSM4,1,29,22+,0,0.0
174,PADT,CCSM4,1,30,0-6,6994,2.66
175,PADT,CCSM4,1,30,6-10,1773,0.67
176,PADT,CCSM4,1,30,10-14,241,0.09
177,PADT,CCSM4,1,30,14-18,0,0.0
178,PADT,CCSM4,1,30,18-22,0,0.0
179,PADT,CCSM4,1,30,22+,0,0.0
180,PADT,CCSM4,1,31,0-6,4421,1.68
181,PADT,CCSM4,1,31,6-10,293,0.11
182,PADT,CCSM4,1,31,10-14,23,0.01
183,PADT,CCSM4,1,31,14-18,0,0.0
184,PADT,CCSM4,1,31,18-22,0,0.0
185,PADT,CCSM4,1,31,22+,0,0.0
186,PADT,CCSM4,1,32,0-6,2590,0.99
187,PADT,CCSM4,1,32,6-10,26,0.01
188,PADT,CCSM4,1,32,10-14,0,0.0
189,PADT,CCSM4,1,32,14-18,0,0.0
190,PADT,CCSM4,1,32,18-22,0,0.0
191,PADT,CCSM4,1,32,22+,0,0.0
192,PADT,CCSM4,1,33,0-6,1754,0.67
193,PADT,CCSM4,1,33,6-10,9,0.0
194,PADT,CCSM4,1,33,10-14,1,0.0
195,PADT,CCSM4,1,33,14-18,0,0.0
196,PADT,CCSM4,1,33,18-22,0,0.0
197,PADT,CCSM4,1,33,22+,0,0.0
198,PADT,CCSM4,1,34,0-6,1408,0.54
199,PADT,CCSM4,1,34,6-10,4,0.0
200,PADT,CCSM4,1,34,10-14,0,0.0
201,PADT,CCSM4,1,34,14-18,0,0.0
202,PADT,CCSM4,1,34,18-22,0,0.0
203,PADT,CCSM4,1,34,22+,0,0.0
204,PADT,CCSM4,1,35,0-6,1306,0.5
205,PADT,CCSM4,1,35,6-10,7,0.0
206,PADT,CCSM4,1,35,10-14,0,0.0
207,PADT,CCSM4,1,35,14-18,0,0.0
208,PADT,CCSM4,1,35,18-22,0,0.0
209,PADT,CCSM4,1,35,22+,0,0.0
210,PADT,CCSM4,1,0,0-6,1213,0.46
211,PADT,CCSM4,1,0,6-10,10,0.0
212,PADT,CCSM4,1,0,10-14,2,0.0
213,PADT,CCSM4,1,0,14-18,0,0.0
214,PADT,CCSM4,1,0,18-22,0,0.0
215,PADT,CCSM4,1,0,22+,0,0.0
0,PADT,CCSM4,2,1,0-6,1356,0.52
1,PADT,CCSM4,2,1,6-10,56,0.02
2,PADT,CCSM4,2,1,10-14,13,0.0
3,PADT,CCSM4,2,1,14-18,0,0.0
4,PADT,CCSM4,2,1,18-22,0,0.0
5,PADT,CCSM4,2,1,22+,0,0.0
6,PADT,CCSM4,2,2,0-6,1895,0.72
7,PADT,CCSM4,2,2,6-10,119,0.05
8,PADT,CCSM4,2,2,10-14,54,0.02
9,PADT,CCSM4,2,2,14-18,7,0.0
10,PADT,CCSM4,2,2,18-22,0,0.0
11,PADT,CCSM4,2,2,22+,0,0.0
12,PADT,CCSM4,2,3,0-6,3173,1.21
13,PADT,CCSM4,2,3,6-10,255,0.1
14,PADT,CCSM4,2,3,10-14,131,0.05
15,PADT,CCSM4,2,3,14-18,19,0.01
16,PADT,CCSM4,2,3,18-22,0,0.0
17,PADT,CCSM4,2,3,22+,0,0.0
18,PADT,CCSM4,2,4,0-6,5873,2.23
19,PADT,CCSM4,2,4,6-10,636,0.24
20,PADT,CCSM4,2,4,10-14,261,0.1
21,PADT,CCSM4,2,4,14-18,10,0.0
22,PADT,CCSM4,2,4,18-22,0,0.0
23,PADT,CCSM4,2,4,22+,0,0.0
24,PADT,CCSM4,2,5,0-6,10393,3.95
25,PADT,CCSM4,2,5,6-10,3186,1.21
26,PADT,CCSM4,2,5,10-14,1391,0.53
27,PADT,CCSM4,2,5,14-18,80,0.03
28,PADT,CCSM4,2,5,18-22,0,0.0
29,PADT,CCSM4,2,5,22+,0,0.0
30,PADT,CCSM4,2,6,0-6,14384,5.47
31,PADT,CCSM4,2,6,6-10,8162,3.11
32,PADT,CCSM4,2,6,10-14,9881,3.76
33,PADT,CCSM4,2,6,14-18,1541,0.59
34,PADT,CCSM4,2,6,18-22,7,0.0
35,PADT,CCSM4,2,6,22+,15,0.01
36,PADT,CCSM4,2,7,0-6,12133,4.62
37,PADT,CCSM4,2,7,6-10,6873,2.62
38,PADT,CCSM4,2,7,10-14,9564,3.64
39,PADT,CCSM4,2,7,14-18,2704,1.03
40,PADT,CCSM4,2,7,18-22,37,0.01
41,PADT,CCSM4,2,7,22+,60,0.02
42,PADT,CCSM4,2,8,0-6,7645,2.91
43,PADT,CCSM4,2,8,6-10,2750,1.05
44,PADT,CCSM4,2,8,10-14,2278,0.87
45,PADT,CCSM4,2,8,14-18,396,0.15
46,PADT,CCSM4,2,8,18-22,21,0.01
47,PADT,CCSM4,2,8,22+,39,0.01
48,PADT,CCSM4,2,9,0-6,4615,1.76
49,PADT,CCSM4,2,9,6-10,1136,0.43
50,PADT,CCSM4,2,9,10-14,510,0.19
51,PADT,CCSM4,2,9,14-18,9,0.0
52,PADT,CCSM4,2,9,18-22,0,0.0
53,PADT,CCSM4,2,9,22+,0,0.0
54,PADT,CCSM4,2,10,0-6,3001,1.14
55,PADT,CCSM4,2,10,6-10,585,0.22
56,PADT,CCSM4,2,10,10-14,201,0.08
57,PADT,CCSM4,2,10,14-18,4,0.0
58,PADT,CCSM4,2,10,18-22,0,0.0
59,PADT,CCSM4,2,10,22+,0,0.0
60,PADT,CCSM4,2,11,0-6,2008,0.76
61,PADT,CCSM4,2,11,6-10,320,0.12
62,PADT,CCSM4,2,11,10-14,90,0.03
63,PADT,CCSM4,2,11,14-18,0,0.0
64,PADT,CCSM4,2,11,18-22,0,0.0
65,PADT,CCSM4,2,11,22+,0,0.0
66,PADT,CCSM4,2,12,0-6,1455,0.55
67,PADT,CCSM4,2,12,6-10,212,0.08
68,PADT,CCSM4,2,12,10-14,38,0.01
69,PADT,CCSM4,2,12,14-18,0,0.0
70,PADT,CCSM4,2,12,18-22,0,0.0
71,PADT,CCSM4,2,12,22+,0,0.0
72,PADT,CCSM4,2,13,0-6,1177,0.45
73,PADT,CCSM4,2,13,6-10,103,0.04
74,PADT,CCSM4,2,13,10-14,29,0.01
75,PADT,CCSM4,2,13,14-18,0,0.0
76,PADT,CCSM4,2,13,18-22,0,0.0
77,PADT,CCSM4,2,13,22+,0,0.0
78,PADT,CCSM4,2,14,0-6,871,0.33
79,PADT,CCSM4,2,14,6-10,34,0.01
80,PADT,CCSM4,2,14,10-14,15,0.01
81,PADT,CCSM4,2,14,14-18,0,0.0
82,PADT,CCSM4,2,14,18-22,0,0.0
83,PADT,CCSM4,2,14,22+,0,0.0
84,PADT,CCSM4,2,15,0-6,637,0.24
85,PADT,CCSM4,2,15,6-10,22,0.01
86,PADT,CCSM4,2,15,10-14,12,0.0
87,PADT,CCSM4,2,15,14-18,0,0.0
88,PADT,CCSM4,2,15,18-22,0,0.0
89,PADT,CCSM4,2,15,22+,0,0.0
90,PADT,CCSM4,2,16,0-6,509,0.19
91,PADT,CCSM4,2,16,6-10,7,0.0
92,PADT,CCSM4,2,16,10-14,16,0.01
93,PADT,CCSM4,2,16,14-18,2,0.0
94,PADT,CCSM4,2,16,18-22,0,0.0
95,PADT,CCSM4,2,16,22+,0,0.0
96,PADT,CCSM4,2,17,0-6,440,0.17
97,PADT,CCSM4,2,17,6-10,10,0.0
98,PADT,CCSM4,2,17,10-14,12,0.0
99,PADT,CCSM4,2,17,14-18,7,0.0
100,PADT,CCSM4,2,17,18-22,0,0.0
101,PADT,CCSM4,2,17,22+,0,0.0
102,PADT,CCSM4,2,18,0-6,373,0.14
103,PADT,CCSM4,2,18,6-10,7,0.0
104,PADT,CCSM4,2,18,10-14,7,0.0
105,PADT,CCSM4,2,18,14-18,9,0.0
106,PADT,CCSM4,2,18,18-22,1,0.0
107,PADT,CCSM4,2,18,22+,3,0.0
108,PADT,CCSM4,2,19,0-6,375,0.14
109,PADT,CCSM4,2,19,6-10,13,0.0
110,PADT,CCSM4,2,19,10-14,13,0.0
111,PADT,CCSM4,2,19,14-18,3,0.0
112,PADT,CCSM4,2,19,18-22,0,0.0
113,PADT,CCSM4,2,19,22+,1,0.0
114,PADT,CCSM4,2,20,0-6,415,0.16
115,PADT,CCSM4,2,20,6-10,18,0.01
116,PADT,CCSM4,2,20,10-14,26,0.01
117,PADT,CCSM4,2,20,14-18,2,0.0
118,PADT,CCSM4,2,20,18-22,0,0.0
119,PADT,CCSM4,2,20,22+,7,0.0
120,PADT,CCSM4,2,21,0-6,520,0.2
121,PADT,CCSM4,2,21,6-10,37,0.01
122,PADT,CCSM4,2,21,10-14,47,0.02
123,PADT,CCSM4,2,21,14-18,21,0.01
124,PADT,CCSM4,2,21,18-22,1,0.0
125,PADT,CCSM4,2,21,22+,10,0.0
126,PADT,CCSM4,2,22,0-6,695,0.26
127,PADT,CCSM4,2,22,6-10,84,0.03
128,PADT,CCSM4,2,22,10-14,119,0.05
129,PADT,CCSM4,2,22,14-18,118,0.04
130,PADT,CCSM4,2,22,18-22,11,0.0
131,PADT,CCSM4,2,22,22+,97,0.04
132,PADT,CCSM4,2,23,0-6,1152,0.44
133,PADT,CCSM4,2,23,6-10,249,0.09
134,PADT,CCSM4,2,23,10-14,607,0.23
135,PADT,CCSM4,2,23,14-18,595,0.23
136,PADT,CCSM4,2,23,18-22,57,0.02
137,PADT,CCSM4,2,23,22+,333,0.13
138,PADT,CCSM4,2,24,0-6,2364,0.9
139,PADT,CCSM4,2,24,6-10,1129,0.43
140,PADT,CCSM4,2,24,10-14,2865,1.09
141,PADT,CCSM4,2,24,14-18,1717,0.65
142,PADT,CCSM4,2,24,18-22,92,0.04
143,PADT,CCSM4,2,24,22+,347,0.13
144,PADT,CCSM4,2,25,0-6,5288,2.01
145,PADT,CCSM4,2,25,6-10,3795,1.44
146,PADT,CCSM4,2,25,10-14,4876,1.86
147,PADT,CCSM4,2,25,14-18,1215,0.46
148,PADT,CCSM4,2,25,18-22,41,0.02
149,PADT,CCSM4,2,25,22+,49,0.02
150,PADT,CCSM4,2,26,0-6,7764,2.95
151,PADT,CCSM4,2,26,6-10,5512,2.1
152,PADT,CCSM4,2,26,10-14,4113,1.57
153,PADT,CCSM4,2,26,14-18,339,0.13
154,PADT,CCSM4,2,26,18-22,1,0.0
155,PADT,CCSM4,2,26,22+,2,0.0
156,PADT,CCSM4,2,27,0-6,8162,3.11
157,PADT,CCSM4,2,27,6-10,4592,1.75
158,PADT,CCSM4,2,27,10-14,2982,1.13
159,PADT,CCSM4,2,27,14-18,161,0.06
160,PADT,CCSM4,2,27,18-22,0,0.0
161,PADT,CCSM4,2,27,22+,0,0.0
162,PADT,CCSM4,2,28,0-6,7721,2.94
163,PADT,CCSM4,2,28,6-10,3945,1.5
164,PADT,CCSM4,2,28,10-14,1846,0.7
165,PADT,CCSM4,2,28,14-18,59,0.02
166,PADT,CCSM4,2,28,18-22,0,0.0
167,PADT,CCSM4,2,28,22+,0,0.0
168,PADT,CCSM4,2,29,0-6,7757,2.95
169,PADT,CCSM4,2,29,6-10,3326,1.27
170,PADT,CCSM4,2,29,10-14,921,0.35
171,PADT,CCSM4,2,29,14-18,6,0.0
172,PADT,CCSM4,2,29,18-22,0,0.0
173,PADT,CCSM4,2,29,22+,0,0.0
174,PADT,CCSM4,2,30,0-6,6447,2.45
175,PADT,CCSM4,2,30,6-10,1482,0.56
176,PADT,CCSM4,2,30,10-14,177,0.07
177,PADT,CCSM4,2,30,14-18,0,0.0
178,PADT,CCSM4,2,30,18-22,0,0.0
179,PADT,CCSM4,2,30,22+,0,0.0
180,PADT,CCSM4,2,31,0-6,4166,1.59
181,PADT,CCSM4,2,31,6-10,293,0.11
182,PADT,CCSM4,2,31,10-14,9,0.0
183,PADT,CCSM4,2,31,14-18,0,0.0
184,PADT,CCSM4,2,31,18-22,0,0.0
185,PADT,CCSM4,2,31,22+,0,0.0
186,PADT,CCSM4,2,32,0-6,2479,0.94
187,PADT,CCSM4,2,32,6-10,31,0.01
188,PADT,CCSM4,2,32,10-14,0,0.0
189,PADT,CCSM4,2,32,14-18,0,0.0
190,PADT,CCSM4,2,32,18-22,0,0.0
191,PADT,CCSM4,2,32,22+,0,0.0
192,PADT,CCSM4,2,33,0-6,1649,0.63
193,PADT,CCSM4,2,33,6-10,9,0.0
194,PADT,CCSM4,2,33,10-14,0,0.0
195,PADT,CCSM4,2,33,14-18,0,0.0
196,PADT,CCSM4,2,33,18-22,0,0.0
197,PADT,CCSM4,2,33,22+,0,0.0
198,PADT,CCSM4,2,34,0-6,1272,0.48
199,PADT,CCSM4,2,34,6-10,7,0.0
200,PADT,CCSM4,2,34,10-14,0,0.0
201,PADT,CCSM4,2,34,14-18,0,0.0
202,PADT,CCSM4,2,34,18-22,0,0.0
203,PADT,CCSM4,2,34,22+,0,0.0
204,PADT,CCSM4,2,35,0-6,1158,0.44
205,PADT,CCSM4,2,35,6-10,7,0.0
206,PADT,CCSM4,2,35,10-14,0,0.0
207,PADT,CCSM4,2,35,14-18,0,0.0
208,PADT,CCSM4,2,35,18-22,0,0.0
209,PADT,CCSM4,2,35,22+,0,0.0
210,PADT,CCSM4,2,0,0-6,1187,0.45
211,PADT,CCSM4,2,0,6-10,19,0.01
212,PADT,CCSM4,2,0,10-14,7,0.0
213,PADT,CCSM4,2,0,14-18,0,0.0
214,PADT,CCSM4,2,0,18-22,0,0.0
215,PADT,CCSM4,2,0,22+,0,0.0
0,PADT,CM3,1,1,0-6,1486,0.57
1,PADT,CM3,1,1,6-10,66,0.03
2,PADT,CM3,1,1,10-14,30,0.01
3,PADT,CM3,1,1,14-18,5,0.0
4,PADT,CM3,1,1,18-22,0,0.0
5,PADT,CM3,1,1,22+,0,0.0
6,PADT,CM3,1,2,0-6,2067,0.79
7,PADT,CM3,1,2,6-10,188,0.07
8,PADT,CM3,1,2,10-14,104,0.04
9,PADT,CM3,1,2,14-18,14,0.01
10,PADT,CM3,1,2,18-22,1,0.0
11,PADT,CM3,1,2,22+,9,0.0
12,PADT,CM3,1,3,0-6,3387,1.29
13,PADT,CM3,1,3,6-10,457,0.17
14,PADT,CM3,1,3,10-14,305,0.12
15,PADT,CM3,1,3,14-18,27,0.01
16,PADT,CM3,1,3,18-22,1,0.0
17,PADT,CM3,1,3,22+,3,0.0
18,PADT,CM3,1,4,0-6,6292,2.39
19,PADT,CM3,1,4,6-10,1151,0.44
20,PADT,CM3,1,4,10-14,761,0.29
21,PADT,CM3,1,4,14-18,63,0.02
22,PADT,CM3,1,4,18-22,2,0.0
23,PADT,CM3,1,4,22+,0,0.0
24,PADT,CM3,1,5,0-6,12756,4.85
25,PADT,CM3,1,5,6-10,4964,1.89
26,PADT,CM3,1,5,10-14,3322,1.26
27,PADT,CM3,1,5,14-18,235,0.09
28,PADT,CM3,1,5,18-22,4,0.0
29,PADT,CM3,1,5,22+,2,0.0
30,PADT,CM3,1,6,0-6,16351,6.22
31,PADT,CM3,1,6,6-10,11211,4.27
32,PADT,CM3,1,6,10-14,14002,5.33
33,PADT,CM3,1,6,14-18,2010,0.76
34,PADT,CM3,1,6,18-22,38,0.01
35,PADT,CM3,1,6,22+,48,0.02
36,PADT,CM3,1,7,0-6,11000,4.19
37,PADT,CM3,1,7,6-10,7079,2.69
38,PADT,CM3,1,7,10-14,10506,4.0
39,PADT,CM3,1,7,14-18,2052,0.78
40,PADT,CM3,1,7,18-22,44,0.02
41,PADT,CM3,1,7,22+,89,0.03
42,PADT,CM3,1,8,0-6,6619,2.52
43,PADT,CM3,1,8,6-10,2831,1.08
44,PADT,CM3,1,8,10-14,2944,1.12
45,PADT,CM3,1,8,14-18,301,0.11
46,PADT,CM3,1,8,18-22,3,0.0
47,PADT,CM3,1,8,22+,25,0.01
48,PADT,CM3,1,9,0-6,4312,1.64
49,PADT,CM3,1,9,6-10,1127,0.43
50,PADT,CM3,1,9,10-14,655,0.25
51,PADT,CM3,1,9,14-18,37,0.01
52,PADT,CM3,1,9,18-22,2,0.0
53,PADT,CM3,1,9,22+,0,0.0
54,PADT,CM3,1,10,0-6,2863,1.09
55,PADT,CM3,1,10,6-10,542,0.21
56,PADT,CM3,1,10,10-14,228,0.09
57,PADT,CM3,1,10,14-18,3,0.0
58,PADT,CM3,1,10,18-22,0,0.0
59,PADT,CM3,1,10,22+,0,0.0
60,PADT,CM3,1,11,0-6,1932,0.74
61,PADT,CM3,1,11,6-10,231,0.09
62,PADT,CM3,1,11,10-14,106,0.04
63,PADT,CM3,1,11,14-18,1,0.0
64,PADT,CM3,1,11,18-22,0,0.0
65,PADT,CM3,1,11,22+,0,0.0
66,PADT,CM3,1,12,0-6,1362,0.52
67,PADT,CM3,1,12,6-10,140,0.05
68,PADT,CM3,1,12,10-14,41,0.02
69,PADT,CM3,1,12,14-18,0,0.0
70,PADT,CM3,1,12,18-22,0,0.0
71,PADT,CM3,1,12,22+,0,0.0
72,PADT,CM3,1,13,0-6,1000,0.38
73,PADT,CM3,1,13,6-10,54,0.02
74,PADT,CM3,1,13,10-14,19,0.01
75,PADT,CM3,1,13,14-18,0,0.0
76,PADT,CM3,1,13,18-22,0,0.0
77,PADT,CM3,1,13,22+,2,0.0
78,PADT,CM3,1,14,0-6,759,0.29
79,PADT,CM3,1,14,6-10,35,0.01
80,PADT,CM3,1,14,10-14,16,0.01
